,number,pokemon_name,pic_url,main_type,secondary_type,region,category,pokemon_family,attack,defense,stamina,flee_rate,wild_avail,egg_avail,raid_avail,research_avail,shiny,shadow,pkedex_desc,poss_attacks,CP_Min,CP_Max,HP_Min,HP_Max,Porcentagem_masculino,Porcentagem_feminino,Tx_captura,Fire_weakness,Flying_weakness,Ice_weakness,Psychic_weakness,Ground_weakness,Rock_weakness,Water_weakness,Electric_weakness,Grass_weakness,Fighting_weakness,Poison_weakness,Steel_weakness,Bug_weakness,Fairy_weakness,Dark_weakness,Ghost_weakness,Dragon_weakness,0_weakness,Electric_resistance,Fairy_resistance,Fighting_resistance,Water_resistance,Grass_resistance,Bug_resistance,Fire_resistance,Ice_resistance,Steel_resistance,Ground_resistance,Poison_resistance,Ghost_resistance,Flying_resistance,Rock_resistance,Dark_resistance,Dragon_resistance,Psychic_resistance,Normal_resistance,0_resistance
199,200,Misdreavus,https://static.wikia.nocookie.net/pokemongo/images/6/6c/Misdreavus.png,Ghost,0,Johto,Screech,Misdreavus family,167,154,155,7%,Yes ,No,Formerly  (1st tier level),Yes ,Yes,Yes,"Misdreavus frightens people with a creepy, sobbing cry. The Pokémon apparently uses its red spheres to absorb the fearful feelings of foes and turn them into nutrition.","['Astonish', 'Hex', 'Dark Pulse', 'Ominous Wind', 'Shadow Sneak']",1926,1926,14,134,50.0,50.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,-160.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0
200,201,Unown,https://static.wikia.nocookie.net/pokemongo/images/f/f1/Unown.png,Psychic,0,Johto,Symbol,Unown family,136,91,134,10%,Yes ,No,Formerly  (1st tier level),No,Yes (available forms listed below),No,"This Pokémon is shaped like ancient writing. It is a mystery as to which came first, the ancient writings or the various Unown. Research into this topic is ongoing but nothing is known.","['Hidden Power', 'Struggle']",1185,1185,12,117,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,0.0,-160.0,-160.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0
201,202,Wobbuffet,https://static.wikia.nocookie.net/pokemongo/images/c/cf/Wobbuffet.png,Psychic,0,Johto,Patient,Wobbuffet family,60,106,382,7%,Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,"If two or more Wobbuffet meet, they will turn competitive and try to outdo each other's endurance. However, they may try to see which one can endure the longest without food. Trainers need to beware of this habit.","['Charm', 'Counter', 'Splash', 'Mirror Coat']",1026,1026,35,313,50.0,50.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,0.0,-160.0,-160.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0
202,203,Girafarig,https://static.wikia.nocookie.net/pokemongo/images/e/eb/Girafarig.png,Normal,Psychic,Johto,Long,Girafarig family,182,133,172,7%,Yes ,No,Formerly  (2nd tier level),Formerly ,Yes,Yes,"Girafarig's rear head also has a brain, but it is small. The rear head attacks in response to smells and sounds. Approaching this Pokémon from behind can cause the rear head to suddenly lash out and bite.","['Confusion', 'Tackle', 'Mirror Coat', 'Psychic', 'Thunderbolt']",2046,2046,16,147,50.0,50.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,62.5,0.0,0.0
203,204,Pineco,https://static.wikia.nocookie.net/pokemongo/images/d/da/Pineco.png,Bug,0,Johto,Bagworm,Pineco family,108,122,137,12%,Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,"Pineco hangs from a tree branch and patiently waits for prey to come along. If the Pokémon is disturbed while eating by someone shaking its tree, it drops down to the ground and explodes with no warning.","['Bug Bite', 'Tackle', 'Gyro Ball', 'Rock Tomb', 'Sand Tomb']",1108,1108,12,120,50.0,50.0,40.0,-160.0,-160.0,0.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,62.5,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,205,Forretress,https://static.wikia.nocookie.net/pokemongo/images/d/d6/Forretress.png,Bug,Steel,Johto,Bagworm,Pineco family,161,205,181,7%,Yes ,No,Formerly  (3rd tier level),No,Yes,Yes,"Forretress conceals itself inside its hardened steel shell. The shell is opened when the Pokémon is catching prey, but it does so at such a quick pace that the shell's inside cannot be seen.","['Bug Bite', 'Struggle Bug', 'Earthquake', 'Heavy Slam', 'Mirror Shot', 'Rock Tomb', 'Sand Tomb']",2282,2282,17,154,50.0,50.0,15.0,-256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,39.0,62.5,0.0,62.5,62.5,0.0,39.0,0.0,0.0,0.0,0.0,62.5,62.5,62.5,0.0
205,206,Dunsparce,https://static.wikia.nocookie.net/pokemongo/images/5/50/Dunsparce.png,Normal,0,Johto,Land,Dunsparce family,131,128,225,20%,Yes ,No,No  ,Yes ,Yes,No,Dunsparce has a drill for its tail. It uses this tail to burrow into the ground backward. This Pokémon is known to make its nest in complex shapes deep under the ground.,"['Astonish', 'Bite', 'Dig', 'Drill Run', 'Rock Slide']",1689,1689,21,189,50.0,50.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,207,Gligar,https://static.wikia.nocookie.net/pokemongo/images/2/20/Gligar.png,Ground,Flying,Johto,Fly,Gligar family,143,184,163,7%,Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,"Gligar glides through the air without a sound as if it were sliding. This Pokémon hangs on to the face of its foe using its clawed hind legs and the large pincers on its forelegs, then injects the prey with its poison barb.","['Fury Cutter', 'Wing Attack', 'Aerial Ace', 'Dig', 'Night Slash']",1857,1857,15,140,50.0,50.0,20.0,0.0,0.0,-256.0,0.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,62.5,0.0,0.0,62.5,0.0,0.0,0.0,39.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,208,Steelix,https://static.wikia.nocookie.net/pokemongo/images/2/2a/Steelix.png,Steel,Ground,Johto,Iron,Onix family,148,272,181,5%,No ,No,No  ,No,Yes,No,"Standard Pokédex description
Steelix lives even further underground than Onix. This Pokémon is known to dig toward the earth's core. There are records of this Pokémon reaching a depth of over six-tenths of a mile underground.","['Dragon Tail', 'Iron Tail', 'Thunder Fang', 'Crunch', 'Earthquake', 'Heavy Slam']",2414,2414,17,154,50.0,50.0,10.0,-160.0,0.0,0.0,0.0,-160.0,0.0,-160.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,62.5,0.0,0.0,0.0,62.5,0.0,0.0,62.5,0.0,24.0,0.0,62.5,39.0,0.0,62.5,62.5,62.5,0.0
208,209,Snubbull,https://static.wikia.nocookie.net/pokemongo/images/2/23/Snubbull.png,Fairy,0,Johto,Fairy,Snubbull family,137,85,155,10%,Yes ,No,Formerly  (1st tier level),Yes ,Yes,Yes,"By baring its fangs and making a scary face, Snubbull sends smaller Pokémon scurrying away in terror. However, this Pokémon seems a little sad at making its foes flee.","['Bite', 'Tackle', 'Brick Break', 'Crunch', 'Dazzling Gleam']",1237,1237,14,134,25.0,75.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,39.0,0.0,0.0,0.0
209,210,Granbull,https://static.wikia.nocookie.net/pokemongo/images/2/28/Granbull.png,Fairy,0,Johto,Fairy,Snubbull family,212,131,207,8%,Yes ,No,Formerly  (3rd tier level),No,Yes,Yes,"Granbull has a particularly well-developed lower jaw. The enormous fangs are heavy, causing the Pokémon to tip its head back for balance. Unless it is startled, it will not try to bite indiscriminately.","['Bite', 'Charm', 'Snarl', 'Close Combat', 'Crunch', 'Play Rough']",2552,2552,19,175,25.0,75.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,39.0,0.0,0.0,0.0
210,211,Qwilfish,https://static.wikia.nocookie.net/pokemongo/images/c/c1/Qwilfish.png,Water,Poison,Johto,Balloon,Qwilfish family,184,138,163,8%,Yes ,No,Formerly  (1st tier level),No,Yes,No,"Qwilfish sucks in water, inflating itself. This Pokémon uses the pressure of the water it swallowed to shoot toxic quills all at once from all over its body. It finds swimming somewhat challenging.","['Poison Sting', 'Water Gun', 'Acid Spray', 'Aqua Tail', 'Fell Stinger', 'Ice Beam', 'Sludge Wave']",2051,2051,15,140,50.0,50.0,30.0,0.0,0.0,0.0,-160.0,-160.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,62.5,62.5,0.0,62.5,62.5,62.5,62.5,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,212,Scizor,https://static.wikia.nocookie.net/pokemongo/images/8/87/Scizor.png,Bug,Steel,Johto,Pincer,Scyther family,236,181,172,5%,No ,No,No  ,No,Yes,Yes,"Standard Pokédex description
Scizor has a body with the hardness of steel. It is not easily fazed by ordinary sorts of attacks. This Pokémon flaps its wings to regulate its body temperature.","['Bullet Punch', 'Fury Cutter', 'Iron Head', 'Night Slash', 'X-Scissor']",3001,3001,16,147,50.0,50.0,5.0,-256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,39.0,62.5,0.0,62.5,62.5,0.0,39.0,0.0,0.0,0.0,0.0,62.5,62.5,62.5,0.0
212,213,Shuckle,https://static.wikia.nocookie.net/pokemongo/images/3/3c/Shuckle.png,Bug,Rock,Johto,Mold,Shuckle family,17,396,85,7%,Yes ,No,Formerly  (3rd tier level),Formerly ,Yes,Yes,"Shuckle quietly hides itself under rocks, keeping its body concealed inside its hard shell while eating berries it has stored away. The berries mix with its body fluids to become a juice.","['Rock Throw', 'Struggle Bug', 'Gyro Ball', 'Rock Blast', 'Stone Edge']",405,405,10,79,50.0,50.0,30.0,0.0,0.0,0.0,0.0,0.0,-160.0,-160.0,0.0,0.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0
213,214,Heracross,https://static.wikia.nocookie.net/pokemongo/images/2/21/Heracross.png,Bug,Fighting,Johto,Single,Heracross family,234,179,190,9%,Yes ,No,Formerly  (3rd tier level),No,Yes,No,"Standard Pokédex description
Heracross charges in a straight line at its foe, slips beneath the foe's grasp, and then scoops up and hurls the opponent with its mighty horn. This Pokémon even has enough power to topple a massive tree.","['Counter', 'Struggle Bug', 'Close Combat', 'Earthquake', 'Megahorn', 'Rock Blast']",3101,3101,17,162,50.0,50.0,30.0,-160.0,-256.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,62.5,62.5,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0
214,215,Sneasel,https://static.wikia.nocookie.net/pokemongo/images/4/47/Sneasel.png,Dark,Ice,Johto,Sharp,Sneasel family,189,146,146,7%,Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,Sneasel scales trees by punching its hooked claws into the bark. This Pokémon seeks out unguarded nests and steals eggs for food while the parents are away.,"['Feint Attack', 'Ice Shard', 'Avalanche', 'Foul Play', 'Ice Punch']",2051,2051,13,127,50.0,50.0,20.0,-160.0,0.0,0.0,0.0,0.0,-160.0,0.0,0.0,0.0,-256.0,0.0,-160.0,-160.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,62.5,0.0,0.0,62.5,0.0,39.0,0.0,0.0
215,216,Teddiursa,https://static.wikia.nocookie.net/pokemongo/images/1/1e/Teddiursa.png,Normal,0,Johto,Little,Teddiursa family,142,93,155,20%,Yes ,No,No  ,Formerly ,Yes,Yes,This Pokémon likes to lick its palms that are sweetened by being soaked in honey. Teddiursa concocts its own honey by blending fruits and pollen collected by Beedrill.,"['Lick', 'Scratch', 'Cross Chop', 'Crunch', 'Play Rough']",1328,1328,14,134,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,217,Ursaring,https://static.wikia.nocookie.net/pokemongo/images/6/61/Ursaring.png,Normal,0,Johto,Hibernator,Teddiursa family,236,144,207,7%,Yes ,No,Formerly  (3rd tier level),No,Yes,Yes,"In the forests inhabited by Ursaring, it is said that there are many streams and towering trees where they gather food. This Pokémon walks through its forest gathering food every day.","['Counter', 'Metal Claw', 'Shadow Claw', 'Close Combat', 'Hyper Beam', 'Play Rough']",2945,2945,19,175,50.0,50.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,218,Slugma,https://static.wikia.nocookie.net/pokemongo/images/0/06/Slugma.png,Fire,0,Johto,Lava,Slugma family,118,71,120,10%,Yes ,No,No  ,Formerly ,Yes,No,"Molten magma courses throughout Slugma's circulatory system. If this Pokémon is chilled, the magma cools and hardens. Its body turns brittle and chunks fall off, reducing its size.","['Ember', 'Rock Throw', 'Flame Burst', 'Flame Charge', 'Rock Slide']",895,895,11,106,50.0,50.0,30.0,0.0,0.0,0.0,0.0,-160.0,-160.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,62.5,62.5,62.5,62.5,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,219,Magcargo,https://static.wikia.nocookie.net/pokemongo/images/8/8f/Magcargo.png,Fire,Rock,Johto,Lava,Slugma family,139,191,137,6%,Yes ,No,Formerly  (3rd tier level),Formerly ,Yes,No,Magcargo's shell is actually its skin that hardened as a result of cooling. Its shell is very brittle and fragile—just touching it causes it to crumble apart. This Pokémon returns to its original size by dipping itself in magma.,"['Ember', 'Incinerate', 'Rock Throw', 'Heat Wave', 'Overheat', 'Rock Tomb', 'Stone Edge']",1702,1702,12,120,50.0,50.0,12.5,0.0,0.0,0.0,0.0,-256.0,-160.0,-256.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,62.5,39.0,62.5,0.0,0.0,62.5,0.0,62.5,0.0,0.0,0.0,0.0,62.5,0.0
219,220,Swinub,https://static.wikia.nocookie.net/pokemongo/images/3/38/Swinub.png,Ice,Ground,Johto,Pig,Swinub family,90,69,137,10%,Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,Swinub roots for food by rubbing its snout against the ground. Its favorite food is a mushroom that grows under the cover of dead grass. This Pokémon occasionally roots out hot springs.,"['Powder Snow', 'Tackle', 'Body Slam', 'Icy Wind', 'Rock Slide']",741,741,12,120,50.0,50.0,30.0,-160.0,0.0,0.0,0.0,0.0,0.0,-160.0,0.0,-160.0,-160.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,221,Piloswine,https://static.wikia.nocookie.net/pokemongo/images/3/38/Piloswine.png,Ice,Ground,Johto,Swine,Swinub family,181,138,225,6%,Yes ,No,Formerly  (3rd tier level),No,Yes,Yes,Piloswine is covered by a thick coat of long hair that enables it to endure the freezing cold. This Pokémon uses its tusks to dig up food that has been buried under ice.,"['Ice Shard', 'Powder Snow', 'Avalanche', 'Bulldoze', 'Stone Edge']",2345,2345,21,189,50.0,50.0,12.5,-160.0,0.0,0.0,0.0,0.0,0.0,-160.0,0.0,-160.0,-160.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,222,Corsola,https://static.wikia.nocookie.net/pokemongo/images/6/6a/Corsola.png,Water,Rock,Johto,Coral,Corsola family,118,156,146,12%,Yes ,No,Formerly  (3rd tier level),No,Yes,No,"Standard Pokédex description
Corsola's branches glitter very beautifully in seven colors when they catch sunlight. If any branch breaks off, this Pokémon grows it back in just one night.","['Bubble', 'Tackle', 'Bubble Beam', 'Power Gem', 'Rock Blast']",1378,1378,13,127,25.0,75.0,30.0,0.0,0.0,0.0,0.0,-160.0,0.0,0.0,-160.0,-256.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,62.5,0.0,0.0,62.5,0.0,62.5,0.0,0.0,0.0,0.0,62.5,0.0
222,223,Remoraid,https://static.wikia.nocookie.net/pokemongo/images/b/ba/Remoraid.png,Water,0,Johto,Jet,Remoraid family,127,69,111,10%,Yes ,No,No  ,Yes ,Yes,No,"Remoraid sucks in water, then expels it at high velocity using its abdominal muscles to shoot down flying prey. When evolution draws near, this Pokémon travels downstream from rivers.","['Mud Shot', 'Water Gun', 'Aurora Beam', 'Rock Blast', 'Water Pulse']",912,912,10,99,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,62.5,62.5,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,224,Octillery,https://static.wikia.nocookie.net/pokemongo/images/7/7a/Octillery.png,Water,0,Johto,Jet,Remoraid family,197,141,181,7%,Yes ,No,Formerly  (3rd tier level),Formerly ,Yes,No,"Octillery grabs onto its foe using its tentacles. This Pokémon tries to immobilize it before delivering the finishing blow. If the foe turns out to be too strong, Octillery spews ink to escape.","['Lock-On', 'Mud Shot', 'Water Gun', 'Acid Spray', 'Aurora Beam', 'Gunk Shot', 'Octazooka', 'Water Pulse']",2315,2315,17,154,50.0,50.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,62.5,62.5,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,225,Delibird,https://static.wikia.nocookie.net/pokemongo/images/4/4f/Delibird.png,Ice,Flying,Johto,Delivery,Delibird family,128,90,128,20%,Yes ,No,Formerly  (3rd tier level),Formerly ,Yes,Yes,"Delibird carries its food bundled up in its tail. There once was a famous explorer who managed to reach the peak of the world's highest mountain, thanks to one of these Pokémon sharing its food.","['Present', 'Aerial Ace', 'Ice Punch', 'Icy Wind']",1094,1094,12,113,50.0,50.0,20.0,-160.0,0.0,0.0,0.0,0.0,-256.0,0.0,-160.0,0.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,62.5,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,226,Mantine,https://static.wikia.nocookie.net/pokemongo/images/9/99/Mantine.png,Water,Flying,Johto,Kite,Mantine family,148,226,163,7%,Yes ,No,Formerly  (2nd tier level),Yes ,Yes,No,"On sunny days, schools of Mantine can be seen elegantly leaping over the sea's waves. This Pokémon is not bothered by the Remoraid that hitches rides.","['Bubble', 'Bullet Seed', 'Wing Attack', 'Aerial Ace', 'Bubble Beam', 'Ice Beam', 'Water Pulse']",2108,2108,15,140,50.0,50.0,30.0,0.0,0.0,0.0,0.0,0.0,-160.0,0.0,-256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,62.5,0.0,62.5,62.5,0.0,62.5,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,227,Skarmory,https://static.wikia.nocookie.net/pokemongo/images/d/d1/Skarmory.png,Steel,Flying,Johto,Armor,Skarmory family,148,226,163,9%,Yes ,Yes (5-km Eggs),Formerly  (3rd tier level),Formerly ,Yes,Yes,"Skarmory is entirely encased in hard, protective armor. This Pokémon flies at close to 190 mph. It slashes foes with its wings that possess swordlike cutting edges.","['Air Slash', 'Steel Wing', 'Brave Bird', 'Flash Cannon', 'Sky Attack']",2108,2108,15,140,50.0,50.0,20.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,39.0,39.0,0.0,0.0,62.5,62.5,39.0,0.0,62.5,0.0,0.0,62.5,62.5,62.5,0.0
227,228,Houndour,https://static.wikia.nocookie.net/pokemongo/images/b/ba/Houndour.png,Dark,Fire,Johto,Dark,Houndour family,152,83,128,10%,Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,Houndour hunt as a coordinated pack. They communicate with each other using a variety of cries to corner their prey. This Pokémon's remarkable teamwork is unparalleled.,"['Ember', 'Feint Attack', 'Crunch', 'Dark Pulse', 'Flamethrower']",1234,1234,12,113,50.0,50.0,40.0,0.0,0.0,0.0,0.0,-160.0,-160.0,-160.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,62.5,62.5,62.5,0.0,0.0,62.5,0.0,0.0,62.5,0.0,39.0,0.0,0.0
228,229,Houndoom,https://static.wikia.nocookie.net/pokemongo/images/3/3f/Houndoom.png,Dark,Fire,Johto,Dark,Houndour family,224,144,181,6%,Yes ,No,Formerly  (4th tier level),No,Yes,Yes,"Standard Pokédex description
In a Houndoom pack, the one with its horns raked sharply toward the back serves a leadership role. These Pokémon choose their leader by fighting among themselves.","['Fire Fang', 'Snarl', 'Crunch', 'Fire Blast', 'Flamethrower', 'Foul Play']",2635,2635,17,154,50.0,50.0,15.0,0.0,0.0,0.0,0.0,-160.0,-160.0,-160.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,62.5,62.5,62.5,0.0,0.0,62.5,0.0,0.0,62.5,0.0,39.0,0.0,0.0
229,230,Kingdra,https://static.wikia.nocookie.net/pokemongo/images/b/bd/Kingdra.png,Water,Dragon,Johto,Dragon,Horsea family,194,194,181,5%,No ,No,No  ,No,Yes,Yes,Kingdra lives at extreme ocean depths that are otherwise uninhabited. It has long been believed that the yawning of this Pokémon creates spiraling ocean currents.,"['Dragon Breath', 'Waterfall', 'Water Gun', 'Blizzard', 'Hydro Pump', 'Octazooka', 'Outrage']",2641,2641,17,154,50.0,50.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,39.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,231,Phanpy,https://static.wikia.nocookie.net/pokemongo/images/9/9f/Phanpy.png,Ground,0,Johto,Long,Phanpy family,107,98,207,20%,Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,"For its nest, Phanpy digs a vertical pit in the ground at the edge of a river. It marks the area around its nest with its trunk to let the others know that the area has been claimed.","['Rock Smash', 'Tackle', 'Body Slam', 'Bulldoze', 'Rock Slide']",1206,1206,19,175,50.0,50.0,50.0,0.0,0.0,-160.0,0.0,0.0,0.0,-160.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0
231,232,Donphan,https://static.wikia.nocookie.net/pokemongo/images/6/68/Donphan.png,Ground,0,Johto,Armor,Phanpy family,214,185,207,7%,Yes ,No,Formerly  (3rd tier level),No,Yes,No,"Donphan's favorite attack is curling its body into a ball, then charging at its foe while rolling at high speed. Once it starts rolling, this Pokémon can't stop very easily.","['Charm', 'Counter', 'Mud-Slap', 'Tackle', 'Body Slam', 'Earthquake', 'Heavy Slam', 'Play Rough']",3013,3013,19,175,50.0,50.0,12.5,0.0,0.0,-160.0,0.0,0.0,0.0,-160.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0
232,233,Porygon2,https://static.wikia.nocookie.net/pokemongo/images/b/b0/Porygon2.png,Normal,0,Johto,Virtual,Porygon family,198,180,198,5%,No ,No,Formerly  (3rd tier level),No,Yes,Yes,Porygon2 was created by humans using the power of science. The man-made Pokémon has been endowed with artificial intelligence that enables it to learn new gestures and emotions on its own.,"['Charge Beam', 'Hidden Power', 'Lock-On', 'Hyper Beam', 'Solar Beam', 'Tri Attack', 'Zap Cannon']",2711,2711,18,168,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
